title,location,price(L),rate_persqft,area_insqft,building_status
2 BHK Apartment,Manikonda,52,4333,1200,Ready to move
2 BHK Independent House,Manikonda,240,13333,1800,Ready to move
3 BHK Apartment,Manikonda,86,5002,1719,Under Construction
3 BHK Apartment,Manikonda,85,4802,1770,Under Construction
3 BHK Apartment,Manikonda,75,4774,1571,Under Construction
3 BHK Apartment,Manikonda,78,4838,1612,Under Construction
3 BHK Apartment,Manikonda,95,4793,1982,Ready to move
2 BHK Apartment,Manikonda,55.58,4800,1158,Under Construction
3 BHK Apartment,Manikonda,75,4918,1525,Under Construction
2 BHK Apartment,Manikonda,55,4296,1280,Under Construction
2 BHK Apartment,Manikonda,65,4818,1349,Ready to move
3 BHK Apartment,Manikonda,82,6074,1350,Ready to move
3 BHK Apartment,Manikonda,80,4651,1720,Under Construction
3 BHK Apartment,Manikonda,76,4470,1700,Ready to move
3 BHK Apartment,Manikonda,85,4250,2000,Ready to move
Residential Plot,Manikonda,390,7222,5400,Resale
3 BHK Apartment,Manikonda,41,3280,1250,Ready to move
3 BHK Apartment,Manikonda,155,8451,1834,Ready to move
2 BHK Apartment,Manikonda,65,4814,1350,Ready to move
3 BHK Apartment,Manikonda,69,4791,1440,Ready to move
2 BHK Apartment,Manikonda,60,4694,1278,Ready to move
3 BHK Apartment,Manikonda,152,6909,2200,Under Construction
4 BHK Apartment,Manikonda,330,7021,4700,Ready to move
3 BHK Apartment,Manikonda,66,4782,1380,Ready to move
2 BHK Apartment,Manikonda,78,5098,1530,Ready to move
2 BHK Apartment,Manikonda,66,5500,1200,Ready to move
2 BHK Apartment,Manikonda,56,4840,1157,Under Construction
Residential Plot,Manikonda,4.5,100,4500,New
3 BHK Apartment,Manikonda,75.6,4800,1575,Under Construction
3 BHK Apartment,Manikonda,210,8238,2549,Ready to move
3 BHK Apartment,Manikonda,170,6538,2600,Ready to move
3 BHK Apartment,Manikonda,85,5272,1612,Under Construction
Residential Plot,Manikonda,100,7407,1350,Resale
2 BHK Apartment,Manikonda,63,5727,1100,Ready to move
2 BHK Apartment,Manikonda,65,4961,1310,Under Construction
3 BHK Apartment,Manikonda,88.5,5000,1770,Under Construction
3 BHK Apartment,Manikonda,140,7466,1875,Under Construction
2 BHK Apartment,Manikonda,65,5579,1165,Under Construction
2 BHK Apartment,Manikonda,62.05,5000,1241,Under Construction
3 BHK Apartment,Manikonda,52,4193,1240,Ready to move
Residential Plot,Manikonda,140,7777,1800,Resale
3 BHK Apartment,Manikonda,160,8724,1834,Ready to move
3 BHK Apartment,Manikonda,115,6500,1770,Under Construction
3 BHK Apartment,Manikonda,140,7671,1825,Under Construction
2 BHK Apartment,Manikonda,60,5000,1200,Ready to move
3 BHK Apartment,Manikonda,70,4784,1463,Ready to move
4 BHK Villa,Manikonda,270,12000,2250,Under Construction
3 BHK Apartment,Manikonda,84.24,4800,1755,Under Construction
3 BHK Apartment,Manikonda,121,6500,1875,Under Construction
3 BHK Apartment,Manikonda,60,4882,1229,Ready to move
2 BHK Apartment,Manikonda,90,6741,1335,Under Construction
3 BHK Apartment,Manikonda,78,5200,1500,Under Construction
3 BHK Apartment,Manikonda,81.12,5200,1560,Under Construction
3 BHK Apartment,Manikonda,78.78,5200,1515,Under Construction
3 BHK Apartment,Manikonda,80.34,5200,1545,Under Construction
3 BHK Apartment,Manikonda,76.96,5200,1480,Under Construction
2 BHK Apartment,Manikonda,61.1,5200,1175,Under Construction
3 BHK Apartment,Manikonda,78.52,5200,1510,Under Construction
2 BHK Apartment,Manikonda,62.92,5200,1210,Under Construction
3 BHK Apartment,Manikonda,81.64,5200,1570,Under Construction
2 BHK Apartment,Manikonda,64.74,5200,1245,Under Construction
3 BHK Apartment,Manikonda,78.26,5200,1505,Under Construction
3 BHK Apartment,Manikonda,79.97,5200,1538,Under Construction
3 BHK Apartment,Manikonda,160,5517,2900,Ready to move
4 BHK Apartment,Manikonda,500,10654,4693,Ready to move
2 BHK Apartment,Manikonda,56,4765,1175,Ready to move
2 BHK Apartment,Manikonda,29.8,2493,1195,Ready to move
Residential Plot,Manikonda,130,7222,1800,Resale
3 BHK Apartment,Manikonda,83.83,4200,1996,Ready to move
3 BHK Apartment,Manikonda,83.79,4200,1995,Ready to move
3 BHK Apartment,Manikonda,76.69,4200,1826,Ready to move
3 BHK Apartment,Manikonda,72.03,4200,1715,Ready to move
3 BHK Apartment,Manikonda,67.41,4200,1605,Ready to move
3 BHK Apartment,Manikonda,83.41,4200,1986,Ready to move
3 BHK Apartment,Manikonda,75.93,4200,1808,Ready to move
3 BHK Apartment,Manikonda,73.58,4200,1752,Ready to move
3 BHK Apartment,Manikonda,68.41,4200,1629,Ready to move
3 BHK Apartment,Manikonda,65.47,4200,1559,Ready to move
3 BHK Apartment,Manikonda,65.1,4200,1550,Ready to move
3 BHK Apartment,Manikonda,75.76,4200,1804,Ready to move
3 BHK Apartment,Manikonda,77.53,4200,1846,Ready to move
3 BHK Apartment,Manikonda,82.78,4200,1971,Ready to move
3 BHK Apartment,Manikonda,79.8,4200,1900,Ready to move
3 BHK Apartment,Manikonda,82.74,4200,1970,Ready to move
3 BHK Apartment,Manikonda,74.67,4200,1778,Ready to move
3 BHK Apartment,Manikonda,68.33,4200,1627,Ready to move
3 BHK Apartment,Manikonda,82.02,4200,1953,Ready to move
3 BHK Apartment,Manikonda,62.79,4200,1495,Ready to move
3 BHK Apartment,Manikonda,59.01,4200,1405,Ready to move
2 BHK Apartment,Manikonda,55.06,4200,1311,Ready to move
2 BHK Apartment,Manikonda,53.71,4200,1279,Ready to move
2 BHK Apartment,Manikonda,50.77,4200,1209,Ready to move
2 BHK Apartment,Manikonda,49.93,4200,1189,Ready to move
2 BHK Apartment,Manikonda,48.3,4200,1150,Ready to move
2 BHK Apartment,Manikonda,52.75,4200,1256,Ready to move
3 BHK Apartment,Manikonda,66.57,4200,1585,Ready to move
2 BHK Apartment,Manikonda,55.14,4200,1313,Ready to move
3 BHK Apartment,Manikonda,63.12,4200,1503,Ready to move
2 BHK Apartment,Manikonda,51.66,4200,1230,Ready to move
2 BHK Apartment,Manikonda,53.67,4200,1278,Ready to move
2 BHK Apartment,Manikonda,53.76,4200,1280,Ready to move
3 BHK Apartment,Manikonda,90,5235,1719,Under Construction
3 BHK Apartment,Manikonda,80,4962,1612,Under Construction
3 BHK Apartment,Manikonda,76,4837,1571,Under Construction
2 BHK Apartment,Manikonda,64.5,5201,1240,Under Construction
2 BHK Apartment,Manikonda,65,5241,1240,Under Construction
Residential Plot,Manikonda,140,13257,1056,Resale
8 BHK Independent House,Manikonda,600,6000,10000,Ready to move
2 BHK Apartment,Manikonda,191,7991,2390,Ready to move
3 BHK Apartment,Manikonda,111,5000,2238,Under Construction
3 BHK Apartment,Manikonda,91.8,5000,1836,Under Construction
2 BHK Apartment,Manikonda,66.75,5000,1335,Under Construction
